Date,Open,High,Low,Close,Volume
2018-08-10,253874,258943,249267,250649,528266
2018-08-13,249728,250188,238669,240052,988487
2018-08-14,239591,246042,239591,240512,558360
2018-08-16,238209,241895,231758,238209,769754
2018-08-17,238669,247424,238669,242355,634245
2018-08-20,245120,247885,240512,240512,426199
2018-08-21,243738,249728,241895,247424,630592
2018-08-22,249267,253874,246963,247424,474002
2018-08-23,248345,252492,246963,252492,395818
2018-08-24,252953,258943,250188,257560,591776
2018-08-27,258482,261707,255717,256178,440141
2018-08-28,257560,258021,247885,247885,745381
2018-08-29,247885,252492,247885,248345,410083
2018-08-30,248806,248806,243738,245581,551567
2018-08-31,245581,251110,244198,248806,671899
2018-09-03,247424,250188,244198,246042,484299
2018-09-04,246963,259403,246963,258021,994506
2018-09-05,258943,261707,252031,252953,633526
2018-09-06,253414,257100,249728,255717,447961
2018-09-07,256178,258943,254335,257560,406385
2018-09-10,257100,258943,251110,252492,429018
2018-09-11,251571,255257,250188,252953,372818
2018-09-12,254796,264932,252953,262629,1043369
2018-09-13,265393,270922,262629,270461,1055425
2018-09-14,269540,273226,265854,268158,719514
2018-09-17,275069,281059,273687,278755,1213131
2018-09-18,277373,279676,274147,276912,921764
2018-09-19,276451,283823,274147,281980,864191
2018-09-20,280598,287049,272765,273226,1116872
2018-09-21,276451,280598,273226,278755,594778
2018-09-27,278294,284745,277373,277373,540299
2018-09-28,278294,280598,270001,273687,598765
2018-10-01,273687,275990,266315,269079,649784
2018-10-02,269079,272304,265393,265854,510415
2018-10-04,267236,270001,261707,267697,524493
2018-10-05,267697,272765,264932,266315,555108
2018-10-08,264932,269079,264011,267236,325520
2018-10-10,269079,270461,264011,264011,716351
2018-10-11,260786,262629,250188,250188,1789042
2018-10-12,250188,255717,247424,252953,907869
2018-10-15,254796,255257,239591,240973,948682
2018-10-16,241434,246042,238669,241434,670246
2018-10-17,247424,247885,240973,244659,615868
2018-10-18,244659,246963,240052,240052,470174
2018-10-19,237748,252953,234983,251571,787000
2018-10-22,249267,250649,245120,247424,374365
2018-10-23,229454,233601,225768,227151,7124769
2018-10-24,228533,231758,206417,207799,2674768
2018-10-25,197202,219779,194898,217936,3582663
2018-10-26,221622,222082,207799,210103,1527902
2018-10-29,210564,215632,200888,200888,1450889
2018-10-30,198123,210564,196280,207799,2102396
2018-10-31,209642,211024,199045,200427,1265947
2018-11-01,202270,221161,200888,209642,1902740
2018-11-02,215632,219779,211946,217936,983083
2018-11-05,220239,223925,217014,221161,842189
2018-11-06,223004,225768,217475,222082,684966
2018-11-07,222082,223465,215171,215171,729326
2018-11-08,219779,222082,218396,219779,793552
2018-11-09,218396,219779,207338,211485,1162617
2018-11-12,199045,200888,184301,186144,3313401
2018-11-13,182458,190290,181536,184761,2668923
2018-11-14,184761,198584,183840,191673,2057807
2018-11-15,196280,201348,193516,201348,1313803
2018-11-16,202731,211485,201348,206417,1304802
2018-11-19,209181,213328,204574,211024,1047966
2018-11-20,209181,213328,207799,209642,945576
2018-11-21,204574,207799,200888,207338,842959
2018-11-22,208260,209181,204574,205495,368335
2018-11-23,205495,209181,202731,203652,414857
2018-11-26,205035,222082,204113,221622,1063237
2018-11-27,222543,223925,217475,219318,635640
2018-11-28,220239,222543,217475,217475,476078
2018-11-29,230376,231297,217475,218396,1387191
2018-11-30,220700,223004,218396,220700,679781
2018-12-03,224847,226229,221161,221622,504857
2018-12-04,222543,229454,222082,224386,836798
2018-12-05,220239,223465,218857,223004,547817
2018-12-06,222082,222543,216553,217014,536698
2018-12-07,218396,228072,218396,226229,773137
2018-12-10,223465,228072,221161,225308,566477
2018-12-11,220700,221161,202731,202731,2243098
2018-12-12,204574,211024,204574,208721,861164
2018-12-13,208260,208721,199045,200427,1610527
2018-12-14,199966,200427,190290,191673,1178385
2018-12-17,195819,199966,185222,197662,1467411
2018-12-18,193055,205495,192594,201348,871854
2018-12-19,202731,210564,200888,207799,982732
2018-12-20,205956,214250,205495,206417,1216007
2018-12-21,207799,210564,201809,202731,953149
2018-12-24,200427,201809,193976,193976,1606964
2018-12-26,187987,210103,187526,210103,3780004
2018-12-27,226517,229331,208227,209165,3049252
2018-12-28,210572,213386,204006,208696,1098718
2019-01-02,210572,211979,199785,201192,1045357
2019-01-03,200723,204006,195564,197440,951894
2019-01-04,197440,207289,195095,206351,1132255
2019-01-07,212917,212917,201661,202599,1071752
2019-01-08,203068,205413,199316,200254,646883
2019-01-09,202130,204006,196971,200723,845610
2019-01-10,202130,207758,201192,203068,895183
2019-01-11,203537,204944,200723,203068,468357
2019-01-14,202599,202599,196971,197909,710387
2019-01-15,198847,200723,192751,194626,998718
2019-01-16,195564,196502,188061,189468,1353859
2019-01-17,188530,191813,183371,183371,1561345
2019-01-18,184778,189937,182433,188530,1260873
2019-01-21,188999,188999,182902,185716,876899
2019-01-22,186654,190875,186185,187592,583074
2019-01-23,187592,188530,186185,187592,428851
2019-01-24,188061,195095,187592,195095,969990
2019-01-25,195564,197440,192751,195564,631397
2019-01-28,197440,201192,196502,197909,836659
2019-01-29,198378,200254,193688,197440,497370
2019-01-30,199316,202130,198378,201661,608861
2019-01-31,204006,207289,202599,205413,843225
2019-02-01,207289,207758,200723,201192,641157
2019-02-07,202130,203068,196971,200723,434569
2019-02-08,200254,205413,199316,201661,383272
2019-02-11,204006,204944,201661,202130,304690
2019-02-12,202130,202599,197909,199316,455550
2019-02-13,200254,201192,197909,198847,410110
2019-02-14,198847,199785,193688,196971,672355
2019-02-15,196033,199316,195564,196502,501246
2019-02-18,198378,200254,197440,198847,304258
2019-02-19,199785,203537,198378,201661,431134
2019-02-20,202599,203068,200254,200254,308976
2019-02-21,199785,200254,194626,194626,683299
2019-02-22,194626,196502,193219,194157,331716
2019-02-25,189468,195095,187592,191344,909423
2019-02-26,192751,195095,190406,191813,607595
2019-02-27,191344,191813,189468,189937,378242
2019-02-28,190406,195095,190406,191813,696781
2019-03-04,194157,196502,192751,194626,443684
2019-03-05,194626,198847,193688,196971,610182
2019-03-06,198847,199316,195564,197909,437069
2019-03-07,196502,197909,192282,194157,395874
2019-03-08,193219,196033,192751,193219,325850
2019-03-11,192751,193688,189937,192282,298618
2019-03-12,193219,196502,192751,196033,403058
2019-03-13,196033,196971,194157,194626,277484
2019-03-14,196502,196502,189468,193219,699931
2019-03-15,192282,192282,188530,190406,530216
2019-03-18,189937,191813,188530,188530,366081
2019-03-19,188999,192282,188999,190406,279595
2019-03-20,190875,191344,187592,188530,357326
2019-03-21,188061,189937,188061,188061,305223
2019-03-22,188061,188999,186654,187123,271695
2019-03-25,186185,188061,184778,185716,268674
2019-03-26,186185,186654,180088,180557,942571
2019-03-27,181026,181964,170708,171646,1552642
2019-03-28,169301,173991,167426,169301,990545
2019-03-29,169301,172584,167895,169770,781489
2019-04-01,169301,172584,168832,170708,425884
2019-04-02,172115,178681,172115,178212,668630
2019-04-03,178681,182902,176336,181495,503210
2019-04-04,181964,182902,180088,180557,270188
2019-04-05,180557,181964,177743,180088,249346
2019-04-08,181964,183371,180088,183371,368475
2019-04-09,187123,193219,186185,191813,1026289
2019-04-10,192751,196971,190406,192751,708106
2019-04-11,193688,197440,192751,197440,650857
2019-04-12,196033,197909,192751,196033,309948
2019-04-15,196502,196971,189937,190875,495476
2019-04-16,189937,196033,188530,195095,388944
2019-04-17,195564,197909,194157,195564,315945
2019-04-18,195564,196033,189468,190875,420305
2019-04-19,191813,206351,191344,204475,1295363
2019-04-22,204944,210103,204475,206820,883326
2019-04-23,208227,210572,203068,207758,628952
2019-04-24,209165,209634,204475,204475,451246
2019-04-25,202599,205413,196971,198378,531785
2019-04-26,197440,201192,196502,198847,365635
2019-04-29,200254,203068,198847,202599,273604
2019-04-30,202599,202599,198378,198847,290786
2019-05-02,198847,198847,194157,194157,468421
2019-05-03,194157,194626,189937,191813,432470
2019-05-07,188530,195564,188530,192751,419722
2019-05-08,189937,194157,189937,192751,326458
2019-05-09,196033,199785,195095,196971,932863
2019-05-10,196033,196033,186185,188999,698530
2019-05-13,187592,190406,181495,182433,553974
2019-05-14,180557,187123,180557,183371,499475
2019-05-15,185247,186185,183371,183840,355239
2019-05-16,185247,189468,182902,184309,422681
2019-05-17,187592,189468,182902,183371,267915
2019-05-20,183371,185247,175398,176336,544930
2019-05-21,171646,174460,169301,169770,1185909
2019-05-22,171177,173991,171177,173053,526469
2019-05-23,173522,173991,168832,169301,552247
2019-05-24,168364,171177,166957,169770,392471
2019-05-27,170239,170708,161329,163205,748422
2019-05-28,163205,174460,163205,174460,932491
2019-05-29,174460,175398,170708,173991,573479
2019-05-30,173991,175398,170708,174460,430348
2019-05-31,173522,181495,173053,178212,668079
2019-06-03,177743,181026,175867,181026,503711
2019-06-04,181964,184778,179150,183371,413329
2019-06-05,186185,186185,182902,183840,296088
2019-06-07,184309,184778,182433,184309,253859
2019-06-10,185716,186654,183840,186185,297463
2019-06-11,186185,190406,185716,189468,378455
2019-06-12,190406,191813,188530,191344,314449
2019-06-13,191813,194157,191344,194157,510362
2019-06-14,193688,193688,187592,188530,419888
2019-06-17,188530,192751,187123,192282,326571
2019-06-18,192282,196971,191813,195095,434738
2019-06-19,197440,198847,196033,198378,381552
2019-06-20,199316,200723,198378,200723,310658
2019-06-21,201192,201661,196971,199316,841165
2019-06-24,199316,200723,194626,195564,348624
2019-06-25,195095,196033,191344,195095,383434
2019-06-26,195095,198378,192751,197440,306633
2019-06-27,194626,196033,190406,191344,609613
2019-06-28,190406,193219,188999,192751,283880
2019-07-01,193219,196033,191813,195095,381740
2019-07-02,194157,196033,191813,192282,220246
2019-07-03,192751,195095,191813,193219,190241
2019-07-04,192751,193688,189937,190875,297631
2019-07-05,190875,195095,190875,195095,262434
2019-07-08,194626,196502,192751,193219,350520
2019-07-09,192282,193219,172584,180557,1473892
2019-07-10,181495,182902,175867,177274,646044
2019-07-11,177743,181026,176336,179619,751776
2019-07-12,178681,179150,175867,176805,351584
2019-07-15,177274,178681,169770,172115,629792
2019-07-16,171177,179150,171177,176805,537087
2019-07-17,177274,177743,171177,173053,470563
2019-07-18,171177,173053,168364,169301,572978
2019-07-19,169301,173522,169301,173053,453800
2019-07-22,173991,175867,172584,173053,270774
2019-07-23,173053,173522,169770,170708,355671
2019-07-24,171177,171646,166957,168832,466319
2019-07-25,167895,169301,165550,166957,515167
2019-07-26,166019,174460,166019,173522,582949
2019-07-29,172115,173053,167895,167895,433879
2019-07-30,168364,172115,166019,166019,505434
2019-07-31,165081,165550,155232,159922,1349890
2019-08-01,158984,164612,158984,159922,693633
2019-08-02,158046,159922,152418,153356,1247036
2019-08-05,150073,151949,136473,136473,3101964
2019-08-06,129438,145383,128969,137411,3426659
2019-08-07,141163,143508,136942,139287,1239839
2019-08-08,141163,144446,140694,144446,1077964
2019-08-09,145852,149135,144914,145852,792762
2019-08-12,145383,147259,142101,145383,545830
2019-08-13,143508,145852,142570,143508,390460
2019-08-14,149604,149604,143977,143977,607181
2019-08-16,143039,144914,140694,144446,414772
2019-08-19,144914,146790,142570,143508,331502
2019-08-20,143977,145383,142570,145383,330814
2019-08-21,145383,150542,144914,146790,593283
2019-08-22,147259,148197,142570,143039,497935
2019-08-23,140225,143508,139756,142101,431910
2019-08-26,138349,140225,131783,132721,1170629
2019-08-27,136473,138818,134597,136004,739633
2019-08-28,136004,146790,135066,146321,1109554
2019-08-29,146790,151480,144914,147259,1018768
2019-08-30,150542,151011,146790,147259,502672
2019-09-02,146321,149135,143039,146790,380075
2019-09-03,146790,152887,146790,150542,803172
2019-09-04,150073,157577,150073,157108,809996
2019-09-05,158515,159453,152887,153825,646888
2019-09-06,154763,155701,151949,155232,354981
2019-09-09,157108,157108,154763,155701,319810
2019-09-10,156170,157577,154294,154763,324994
2019-09-11,156170,160391,155701,158515,995168
2019-09-16,158984,160391,156170,159922,571746
2019-09-17,159922,163674,158515,160391,731052
2019-09-18,161798,164612,161329,162736,551625
2019-09-19,163674,164143,156639,158046,766855
2019-09-20,158515,165081,158515,164612,595515
2019-09-23,165550,165550,158515,160391,884762
2019-09-24,158046,159922,155701,158046,825451
2019-09-25,158046,160391,155232,156170,588251
2019-09-26,157108,159453,155232,156639,403484
2019-09-27,158046,158515,154763,155701,265476
2019-09-30,156170,156639,150542,153825,514888
2019-10-01,158515,163674,156170,162736,1232784
2019-10-02,161329,165550,160391,161798,614668
2019-10-04,161798,163674,160391,162267,430560
2019-10-07,163205,168364,162267,167426,703398
2019-10-08,168364,170708,164612,169301,623940
2019-10-10,167895,170708,166488,169770,607459
2019-10-11,170708,173522,168832,170239,508087
2019-10-14,172584,172584,169301,171177,326855
2019-10-15,170708,172584,169301,172115,251875
2019-10-16,174929,176336,173053,175398,446617
2019-10-17,176805,178212,174929,176336,386801
2019-10-18,176336,176805,169770,170239,435152
2019-10-21,169770,173053,167426,170708,380996
2019-10-22,172115,181026,171177,179619,1075991
2019-10-23,181026,189937,181026,184309,1574542
2019-10-24,181495,184778,177274,184778,902749
2019-10-25,186185,188999,182902,184778,508707
2019-10-28,185716,188530,184778,188530,395313
2019-10-29,189468,193688,189468,192751,615245
2019-10-30,194157,194157,189468,191344,421777
2019-10-31,193688,193688,187592,187592,524708
2019-11-01,187592,187592,183840,186654,519587
2019-11-04,188061,188530,185247,186185,486729
2019-11-05,185716,186654,183840,185247,442508
2019-11-06,186654,186654,184309,184309,349162
2019-11-07,187592,188530,177743,179150,1023475
2019-11-08,181495,181495,174460,176336,807604
2019-11-11,175867,176805,170708,174460,640182
2019-11-12,173991,175867,172584,173991,411263
2019-11-13,172584,173991,169770,169770,518524
2019-11-14,171177,175398,170708,174929,585992
2019-11-15,175398,175867,172584,174460,379577
2019-11-18,175398,176336,173991,174929,280805
2019-11-19,174460,174929,170708,172115,395894
2019-11-20,172115,173991,170708,173053,411474
2019-11-21,174460,174460,163205,166019,865834
2019-11-22,164612,166488,160860,164143,619085
2019-11-25,165081,170239,165081,169770,504384
2019-11-26,173053,173991,168832,168832,701187
2019-11-27,171646,174460,167895,172584,589879
2019-11-28,171646,173991,166957,167426,466884
2019-11-29,167426,167895,161329,163205,590691
2019-12-02,164143,166488,163205,164612,346391
2019-12-03,162267,164612,161329,163674,285238
2019-12-04,162267,164143,159453,160391,427490
2019-12-05,161798,162267,155232,158046,581994
2019-12-06,158515,160860,158046,159453,337447
2019-12-09,159453,160391,157108,157577,346240
2019-12-10,157577,158515,154763,156170,558446
2019-12-11,156170,156639,153825,154294,484732
2019-12-12,155232,160860,154763,160391,961611
2019-12-13,162736,163205,159453,161329,611433
2019-12-16,161329,162267,158515,159453,349331
2019-12-17,159922,168364,158984,167895,956542
2019-12-18,170708,170708,166019,166488,568183
2019-12-19,168364,171646,167426,169301,688837
2019-12-20,170239,171646,168832,170708,553057
2019-12-23,171646,177274,171646,174929,872033
2019-12-24,176336,177274,172584,173522,684744
2019-12-26,175398,178212,173522,177743,2138836
2019-12-27,179707,183635,176761,180689,1406310
2019-12-30,179707,181671,177252,177743,527906
2020-01-02,177743,179707,172833,176761,621826
2020-01-03,178234,179216,173815,174306,498043
2020-01-06,170869,172342,169396,169887,575093
2020-01-07,171360,175779,170869,174797,457371
2020-01-08,171851,172833,167432,169887,891120
2020-01-09,174797,176270,171851,173815,519560
2020-01-10,175288,175288,171851,174306,431127
2020-01-13,175779,177743,175288,176270,453131
2020-01-14,176270,178234,173815,174797,506237
2020-01-15,174797,175288,172833,173324,293546
2020-01-16,172833,183144,170869,177252,1272730
2020-01-17,177252,177743,170869,171851,818082
2020-01-20,170869,171851,168905,169396,568512
2020-01-21,170869,172342,169396,169396,413021
2020-01-22,169396,173324,169396,173324,380522
2020-01-23,174306,174306,170869,172342,349287
2020-01-28,167432,170378,166941,167432,677942
2020-01-29,169396,169887,166941,167923,490096
2020-01-30,168905,169887,162522,163995,632053
2020-01-31,164977,168414,162031,162031,587953
2020-02-03,159085,164486,157121,163504,682627
2020-02-04,164486,166450,162031,164486,714181
2020-02-05,165959,166450,160558,161540,654917
2020-02-06,163013,170869,162522,169396,831467
2020-02-07,170378,170869,166941,168414,430732
2020-02-10,167923,172342,166450,169887,496142
2020-02-11,170869,173324,169396,170378,433405
2020-02-12,170869,171851,168905,170869,326275
2020-02-13,172342,177743,172342,175288,1215090
2020-02-14,174797,178725,174306,177743,645545
2020-02-17,179216,184126,179216,182653,798265
2020-02-18,183635,183635,179216,181180,550403
2020-02-19,182653,183635,176761,178234,738862
2020-02-20,178725,179216,173324,175779,753214
2020-02-21,173324,177743,172833,173815,448780
2020-02-24,169396,171360,165959,165959,768670
2020-02-25,165959,169887,165468,169396,568928
2020-02-26,166941,173815,165959,169887,767937
2020-02-27,170378,171851,165959,167432,658855
2020-02-28,164977,168414,163995,166941,819064
2020-03-02,167432,171851,165468,171851,658143
2020-03-03,175288,175779,168905,169396,655782
2020-03-04,168414,171851,167923,171360,427029
2020-03-05,173815,178725,171360,178725,908489
2020-03-06,178234,179707,173815,174306,706838
2020-03-09,171851,177252,170378,170869,992060
2020-03-10,168905,177743,165959,177743,1203990
2020-03-11,176761,178725,169887,171851,816884
2020-03-12,170378,174797,165468,169396,1210096
2020-03-13,162031,170869,153684,167432,2228505
2020-03-16,172833,174797,162522,162522,1054288
2020-03-17,155157,167923,155157,164977,1400196
2020-03-18,164977,167923,154175,154175,1214771
2020-03-19,160558,161540,136008,137481,2890238
2020-03-20,142882,150247,138463,149756,2019176
2020-03-23,142882,181180,142391,171851,6685918
2020-03-24,175288,187072,173815,180689,3903710
2020-03-25,187563,188054,174306,179707,2334554
2020-03-26,178725,187563,175288,178234,2441069
2020-03-27,185108,186581,175288,180689,1927549
2020-03-30,178725,183144,178234,181671,937759
2020-03-31,184126,228317,182162,224880,11131989
2020-04-01,229790,231754,194437,194437,5208192
2020-04-02,182653,194928,178725,191491,8664631
2020-04-03,188054,213095,188054,192473,4151869
2020-04-06,198856,208676,196892,205239,2778989
2020-04-07,204748,210640,199347,206221,2206806
2020-04-08,206221,208185,203275,203275,1090103
2020-04-09,207694,212604,204748,206712,1348849
2020-04-10,210149,211131,199347,205730,1741966
2020-04-13,206221,221443,204257,211622,3635512
2020-04-14,216041,216532,208185,212113,1273985
2020-04-16,210640,213586,209658,211131,775217
2020-04-17,211622,212604,201802,207203,1786490
2020-04-20,206712,212113,204257,208185,913363
2020-04-21,209167,214077,203275,208185,1791508
2020-04-22,204257,213586,204257,210149,1123888
2020-04-23,211622,212604,208676,210149,634952
2020-04-24,209658,213095,206712,207694,1076656
2020-04-27,209658,211131,207694,208676,486289
2020-04-28,208676,210149,204257,205239,726697
2020-04-29,205239,207203,203275,206712,654481
2020-05-04,204257,207203,199838,199838,860366
2020-05-06,200820,204257,196892,203275,603987
2020-05-07,202293,203275,199838,200329,402708
2020-05-08,202293,210149,201311,206712,895729
2020-05-11,211131,211622,206221,206712,695048
2020-05-12,208185,213586,206712,207203,982920
2020-05-13,207203,211131,206221,211131,763378
2020-05-14,211131,213095,208185,213095,959332
2020-05-15,215059,217514,211131,213586,827539
2020-05-18,216041,218005,208185,209167,988984
2020-05-19,209167,210640,205239,209167,709054
2020-05-20,210640,215059,209658,214568,661979
2020-05-21,214568,216041,211622,214568,530139
2020-05-22,216041,217023,209167,212113,637408
2020-05-25,212113,212113,209658,211131,371033
2020-05-26,211622,212604,209167,210640,482616
2020-05-27,208185,210149,207203,209167,591712
2020-05-28,208676,209658,202293,207203,716459
2020-05-29,208185,210149,205730,209658,660343
2020-06-01,210149,228317,209167,223407,3410255
2020-06-02,225862,228317,218005,220461,1115810
2020-06-03,227335,230772,220461,223407,1813508
2020-06-04,223407,243538,222916,242556,3037387
2020-06-05,239610,255813,238628,251885,2899453
2020-06-08,255813,258268,248448,251394,1267019
2020-06-09,252376,259741,250412,258759,1345656
2020-06-10,258759,265142,256795,263669,1067682
2020-06-11,274962,294111,269561,282818,3934710
2020-06-12,274962,298039,273980,292147,3865779
2020-06-15,292638,295584,263669,269070,3141867
2020-06-16,277908,291656,277417,288219,2041007
2020-06-17,288710,292638,275453,284291,1647069
2020-06-18,285273,289201,280854,282327,784181
2020-06-19,283800,287237,275944,286255,1087788
2020-06-22,286255,294602,284291,291656,1166332
2020-06-23,300003,323080,297057,312769,4485322
2020-06-24,317679,325044,309823,313260,1956218
2020-06-25,309823,317188,308841,310314,918369
2020-06-26,314242,315224,301967,306877,927851
2020-06-29,310805,320134,305404,305404,1323237
2020-06-30,306386,308841,293620,300494,1517136
2020-07-01,302458,303440,290674,292147,1012051
2020-07-02,292638,305895,292638,302949,1134489
2020-07-03,305895,306386,295093,303931,760954
2020-07-06,302949,307368,299021,300003,759792
2020-07-07,300003,310314,297548,302949,1003857
2020-07-08,306877,310314,302949,305895,709785
2020-07-09,316697,322098,311787,318170,1637528
2020-07-10,322589,325535,310805,318661,1042448
2020-07-13,320625,323571,315224,323080,775224
2020-07-14,321116,325535,316206,318170,842821
2020-07-15,319152,320625,308350,310314,972746
2020-07-16,307859,315715,304913,309332,734412
2020-07-17,312278,324062,309332,322098,1241089
2020-07-20,330446,333392,316697,317188,1391199
2020-07-21,320625,325044,312278,315715,1217900
2020-07-22,316697,317188,309332,315715,748686
2020-07-23,315715,320134,311296,316206,707386
2020-07-24,311787,322098,311296,313260,789309
2020-07-27,314242,315224,310805,311296,507367
2020-07-28,317679,318170,310314,311787,666062
2020-07-29,308841,311296,292638,296075,1903406
2020-07-30,294111,305404,281836,294602,2723830
2020-07-31,294602,300494,290674,291165,823746
2020-08-03,288710,296075,278399,293620,1521548
2020-08-04,294111,301476,291656,296566,891486
2020-08-05,298530,309332,298039,309332,1063211
2020-08-06,313751,314242,303931,305404,832683
2020-08-07,305404,311296,301967,308841,963799
2020-08-10,315224,318170,307859,309332,1221244
2020-08-11,309823,312769,306877,308350,693402
2020-08-12,306877,307859,295584,296566,1121637
2020-08-13,297057,314242,296075,302949,1754825
2020-08-14,302458,306386,294602,299021,1037943
2020-08-18,301476,310314,296075,298530,1163773
2020-08-19,308350,308841,297548,298530,880282
2020-08-20,297548,311296,295584,299512,1708375
2020-08-21,302458,302949,290674,295584,1037558
2020-08-24,299021,305404,296075,304422,814190
2020-08-25,304913,305404,299021,300985,600050
2020-08-26,306386,313751,303440,304913,1262116
2020-08-27,304913,305404,298530,299021,722862
2020-08-28,300494,302458,298039,299021,557944
2020-08-31,299512,300003,291165,291656,1079872
2020-09-01,291656,296566,289692,292638,668602
2020-09-02,294111,298530,292638,295093,547657
2020-09-03,295093,296075,292147,294111,497412
2020-09-04,286746,291656,286746,288710,612252
2020-09-07,289692,300494,285764,299512,1016576
2020-09-08,297548,316206,291656,312278,2698135
2020-09-09,308841,316206,292638,293129,2482466
2020-09-10,294111,297057,288710,293129,1246969
2020-09-11,293129,301967,291165,293129,1022761
2020-09-14,293620,295584,289201,290674,508097
2020-09-15,291165,293620,288710,290674,413089
2020-09-16,291656,297548,290674,291656,438867
2020-09-17,294111,294111,285764,286255,685924
2020-09-18,293620,295584,286255,286255,754705
2020-09-21,286255,287728,272016,273489,1074281
2020-09-22,271525,277417,259250,263178,1337964
2020-09-23,264160,268088,251885,261214,1302410
2020-09-24,254831,259741,244520,245502,1321525
2020-09-25,247957,259741,247466,253849,1251340
2020-09-28,264651,264651,249921,250412,1037814
2020-09-29,251885,253849,246484,252867,686838
2020-10-05,254340,255813,246484,249921,639048
2020-10-06,250903,254340,249921,253358,556717
2020-10-07,254340,256795,251885,255813,492558
2020-10-08,258268,266615,257286,257286,874989
2020-10-12,261705,269561,258759,268579,774825
2020-10-13,271034,271034,263669,265633,541433
2020-10-14,264160,264651,256795,257286,585306
2020-10-15,256304,258268,249430,250412,627073
2020-10-16,249921,257777,249430,251885,543139
2020-10-19,251885,256795,249921,250903,517772
2020-10-20,247466,248448,236173,241083,1215368
2020-10-21,239610,242065,236173,239610,625587
2020-10-22,237155,241083,231754,233227,831654
2020-10-23,234209,237646,229299,233718,723304
2020-10-26,238628,244520,232245,233718,945429
2020-10-27,233227,240592,229790,234700,687981
2020-10-28,236664,238628,234700,238137,426527
2020-10-29,235191,251394,234700,248448,986149
2020-10-30,248448,248939,236664,236664,825115
2020-11-02,238137,244520,235682,240101,486328
2020-11-03,242556,254831,242065,254340,1016373
2020-11-04,258268,266124,255322,265633,1326699
2020-11-05,268088,269070,261705,267106,965754
2020-11-06,269561,278890,265633,272507,1189737
2020-11-09,277417,282818,276435,279872,886316
2020-11-10,278399,280363,271034,271525,1046021
2020-11-11,272016,295584,270543,291165,2765598
2020-11-12,289692,291165,283800,286746,1024919
2020-11-13,284291,289201,278399,284782,832467
2020-11-16,285764,289201,282818,283309,590641
2020-11-17,281345,287728,277417,280854,917309
2020-11-18,282327,287728,279872,285764,633875
2020-11-19,293620,295584,287237,288710,1008419
2020-11-20,288219,292147,287728,291165,534421
2020-11-23,294602,298530,293129,295584,980542
2020-11-24,299512,299512,292638,296075,846027
2020-11-25,298530,369235,298039,324062,10726012
2020-11-26,328973,331919,317188,323571,2778746
2020-11-27,323571,329955,323080,327991,1327381
2020-11-30,331428,349104,330937,333883,3062017
2020-12-01,339775,345176,331919,337811,1242970
2020-12-02,339284,341739,334865,340757,1148553
2020-12-03,338793,353032,336829,344685,1704361
2020-12-04,349595,378564,349104,373163,4734606
2020-12-07,389366,396240,373163,396240,3465337
2020-12-08,388875,395258,340757,343703,4600980
2020-12-09,345667,357942,321116,347140,3599378
2020-12-10,338302,361870,337811,353523,2056690
2020-12-11,366780,366780,354014,354505,1116272
2020-12-14,359906,363834,343703,351068,1676174
2020-12-15,353523,355487,335356,353523,2434131
2020-12-16,357451,358433,346158,347140,1265904
2020-12-17,342230,350086,340266,345176,910608
2020-12-18,346649,351068,344685,349595,921874
2020-12-21,354505,365798,350086,360397,2005754
2020-12-22,361379,364325,352541,352541,1358477
2020-12-23,357451,359415,347631,348613,1425317
2020-12-24,349104,351559,337320,341248,2076258
2020-12-28,343212,353523,318170,327500,7295632
2020-12-29,360500,365000,347000,360500,5725005
2020-12-30,362500,365000,351000,359000,2107841
2021-01-04,351500,354500,343000,347500,2006483
2021-01-05,351500,356000,345000,354500,1255776
2021-01-06,357000,359500,353500,353500,977528
2021-01-07,355000,359500,351000,357500,956548
2021-01-08,359500,370000,356000,367000,1719926
2021-01-11,377000,386500,367000,374000,2624781
2021-01-12,380500,387000,370000,384000,2475166
2021-01-13,380000,390000,375000,381500,2083610
2021-01-14,366000,374000,351000,352500,3425555
2021-01-15,349000,349500,325500,329000,3398281
2021-01-18,327500,346000,314000,314000,2601181
2021-01-19,308000,317000,296500,312500,3300220
2021-01-20,315500,324000,308000,311000,1395424
2021-01-21,314000,317500,306500,312000,1083926
2021-01-22,312500,315500,308000,310000,835242
2021-01-25,311500,322000,311000,321000,941127
2021-01-26,327500,335000,321500,322500,1256043
2021-01-27,326000,333000,318000,329000,1013961
2021-01-28,319500,338000,316000,334500,1488920
2021-01-29,334500,339000,322500,324000,1076910
2021-02-01,334000,383000,333000,371000,6018601
2021-02-02,370000,370000,352500,355500,2321590
2021-02-03,357500,359500,338000,347500,1922464
2021-02-04,345000,349500,337500,341500,1099579
2021-02-05,347500,355000,335000,341500,1997418
2021-02-08,350000,351500,336000,336000,784558
2021-02-09,336000,337500,328000,328000,984780
2021-02-10,326500,332000,324500,332000,734865
2021-02-15,340000,343500,333000,333000,1188210
2021-02-16,335000,335500,324500,325000,827534
2021-02-17,324500,329000,315500,321500,951224
2021-02-18,320000,326500,314500,314500,671084
2021-02-19,310500,318500,306000,318500,855583
2021-02-22,322000,322500,308500,309500,725100
2021-02-23,311000,312500,296000,296000,1261921
2021-02-24,292500,301000,282000,282000,1494863
2021-02-25,290500,309000,286500,308000,1378139
2021-02-26,300000,304000,292000,297500,1062427
